Item,Classification,Source,Question,Answer,Prefix,definite-yes,probable-yes,definite-no,probable-no,DevEval,QuestionParse,AnswerParse
2001,Switchboard,swda/sw00utt/sw_0098_3830.utt.csv,"Now, do you work?",I'm going to school right now.,,0,0,9,21,EVALUATION,"(SQ (INTJ (RB Now)) (, ,) (VB do) (VP (S (NP (PRP you)) (VP (VB-CONTRAST work)))) (. ?))",(S (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (PP (TO to) (NP (NN-CONTRAST school))) (ADVP (RB right) (RB now)))) (. .))
2002,Switchboard,swda/sw01utt/sw_0103_4074.utt.csv,Have you had dogs before?,My brother has.,,0,2,9,19,EVALUATION,(SQ (VBP Have) (NP (PRP-CONTRAST you)) (VP (VBN had) (NP (NNS dogs)) (ADVP (RB before))) (. ?)),(S (NP-CONTRAST (PRP$ My) (NN brother)) (VP (VBZ has)) (. .))
2022,Switchboard,swda/sw10utt/sw_1053_3203.utt.csv,Do you like the Dallas area?,We love it.,,30,0,0,0,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB-CONTRAST like) (NP (DT the) (NNP Dallas) (NN area))) (. ?)),(S (NP (PRP We)) (VP (VBP-CONTRAST love) (NP (PRP it))) (. .))
2025,Switchboard,swb1/trans/phase2/disc04/sw3638.txt,Are you a Cowboy fan?,"Well, I used to be a real big Cowboy fan.",,0,8,1,21,EVALUATION,(SQ (VBP-CONTRAST Are) (NP (PRP you)) (PP (FW a) (NP (NNP Cowboy) (NN fan))) (. ?)),"(S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBD-CONTRAST used) (S (VP (TO-CONTRAST to) (VP (VB-CONTRAST be) (NP (DT a) (JJ real) (JJ big) (NN Cowboy) (NN fan)))))) (. .))"
191,Switchboard,sw10utt/sw_1056_3276.utt,Do you think that the quality would be as high?,The quality goes down.,,0,0,18,12,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB think) (SBAR (IN that) (S (NP (DT the) (NN quality)) (VP (MD would) (VP (VB be) (ADJP (RB as) (JJ-CONTRAST high))))))) (. ?)),(S (NP (DT The) (NN quality)) (VP (VBZ goes) (PRT (RP-CONTRAST down))) (. .))
188,Switchboard,sw07utt/sw_0715_3092.utt,Do you think that would be acceptable?,I think it would be fair.,,8,22,0,0,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB think) (SBAR (S (NP (DT that)) (VP (MD would) (VP (VB be) (ADJP (JJ-CONTRAST acceptable))))))) (. ?)),(S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ-CONTRAST fair))))))) (. .))
2000,Switchboard,swda/sw00utt/sw_0054_2789.utt.csv,Is that lifting weights?,It's isolated movements for certain muscles groups.,,4,19,1,6,EVALUATION,(SQ (VBZ Is) (NP (DT that)) (VP-CONTRAST (VBG lifting) (NP (NNS weights))) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (NP-CONTRAST (NP (VBN isolated) (NNS movements)) (PP (IN for) (NP (JJ certain) (NNS muscles) (NNS groups))))) (. .))
184,Switchboard,sw01utt/sw_0194_3595.utt,Is she fabulous?,She is wonderful.,,21,9,0,0,EVALUATION,(SQ (VBZ Is) (NP (PRP she)) (ADJP (JJ-CONTRAST fabulous)) (. ?)),(S (NP (PRP She)) (VP (VBZ is) (ADJP (JJ-CONTRAST wonderful))) (. .))
179,Switchboard,sw03utt/sw_0371_3688.utt,Is it pretty nice country up there?,It's beautiful.,,26,4,0,0,EVALUATION,(SQ (VBZ Is) (NP (PRP it)) (NP (JJ-CONTRAST pretty) (JJ-CONTRAST nice) (NN country)) (NP (RB up) (EX there)) (. ?)),(S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ-CONTRAST beautiful))) (. .))
204,Switchboard,sw03utt/sw_0373_4013.utt,Do you have a lot of large families out there in Texas?,Very few.,,0,0,18,12,EVALUATION,(SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (NP-CONTRAST (DT a) (NN lot)) (PP (IN of) (NP (JJ large) (NNS families)))) (PP (IN out) (NP (NP (RB there)) (PP (IN in) (NP (NNP Texas)))))) (. ?)),(FRAG (ADJP-CONTRAST (RB Very) (JJ few)) (. .))
